kernel,noise,score,corr,p,method,rank,N
exponential,1,7.0531837044724606,0.84581892317564777,3,greedy,30,300
exponential,1,5.3479376166204728,0.85883321121909317,3,lars,30,300
exponential,1,5.3938282756762916,0.85686713045455065,3,greedy,30,300
exponential,1,6.4963345033077724,0.91607109503733053,3,lars,30,300
exponential,1,6.6254282143037937,0.91310164136649341,3,greedy,30,300
exponential,1,5.5878715624869457,0.83234392610469365,3,lars,30,300
exponential,1,5.5262531409233402,0.83534173949616908,3,greedy,30,300
exponential,1,5.5391468362084595,0.93617950749340639,3,lars,30,300
exponential,1,5.6392801975408418,0.93404785404565549,3,greedy,30,300
exponential,1,6.5421443050690513,0.86310912543706175,3,lars,30,300
exponential,1,6.5271357879014031,0.86368710660741088,3,greedy,30,300
exponential,1,4.8720229034636988,0.97494511608056045,3,lars,30,300
exponential,1,4.8622497743438275,0.97504958535837116,3,greedy,30,300
exponential,1,5.8440453833234445,0.98991837059686816,3,lars,30,300
exponential,1,5.8140115585376186,0.99002092890293225,3,greedy,30,300
exponential,1,5.8017651375730885,0.99887774186031542,3,lars,30,300
exponential,1,5.8623676137283782,0.99885313658520269,3,greedy,30,300
exponential,1,5.490543935804693,0.89134391262268076,3,lars,30,300
exponential,1,5.3454880931659172,0.89615176919413864,3,greedy,30,300
exponential,1,6.2387407548462104,0.9861776687263879,3,lars,30,300
exponential,1,6.0663235401478239,0.98692213622481095,3,greedy,30,300
exponential,1,5.0640652331108953,0.97047572004320848,3,lars,30,300
exponential,1,5.4401616685699734,0.96587891642546486,3,greedy,30,300
exponential,1,5.9491223321075166,0.93137076059972745,3,lars,30,300
exponential,1,5.9223808652231869,0.93191027567867646,3,greedy,30,300
exponential,1,5.5857674619519528,0.97049374392037069,3,lars,30,300
exponential,1,5.7727961333744986,0.96840530676959369,3,greedy,30,300
exponential,1,6.5199802290551414,0.74378869048843266,3,lars,30,300
exponential,1,6.4858558483558841,0.74572615267037345,3,greedy,30,300
exponential,1,7.0372468110147643,0.86129992681119816,3,lars,30,300
exponential,1,6.9543751786877586,0.86402862165555894,3,greedy,30,300
exponential,1,6.1922946856318273,0.99716566968700071,3,lars,30,300
exponential,1,6.3785169855547741,0.99699000106958635,3,greedy,30,300
exponential,1,6.3257694119218497,0.95927029128623564,3,lars,30,300
exponential,1,6.2060917269964326,0.96078967064374388,3,greedy,30,300
exponential,1,5.0302793751035653,0.96397820738665108,3,lars,30,300
exponential,1,4.9955606097974563,0.96446238810059515,3,greedy,30,300
exponential,1,5.6962562671998418,0.97471541275049378,3,lars,30,300
exponential,1,5.4234084215742646,0.9772748499853825,3,greedy,30,300
exponential,1,4.7327295119030861,0.96819373206493753,3,lars,30,300
exponential,1,4.4613237396427623,0.97170267252297315,3,greedy,30,300
exponential,1,5.943455421693363,0.84916381137260877,3,lars,30,300
exponential,1,5.7493494786123653,0.85695207352071079,3,greedy,30,300
exponential,1,5.1581404029554712,0.62635063617155473,3,lars,30,300
exponential,1,5.0040835650941267,0.63891513480347206,3,greedy,30,300
exponential,1,6.1963569501324809,0.99850936381592414,3,lars,30,300
exponential,1,6.2912133456588437,0.99845998705630923,3,greedy,30,300
exponential,1,5.7904747289637051,0.97568549931815229,3,lars,30,300
exponential,1,5.6998615850222283,0.97642024701358809,3,greedy,30,300
exponential,1,6.1771587798248566,0.90283715550160504,3,lars,30,300
exponential,1,6.6382854554146675,0.89007828877331796,3,greedy,30,300
exponential,1,4.8495649953431528,0.98300436087729703,3,lars,30,300
exponential,1,4.4570440592133806,0.98560494898456918,3,greedy,30,300
exponential,1,4.5988551331593763,0.90855171069225515,3,lars,30,300
exponential,1,4.7521478660869816,0.90291724729811351,3,greedy,30,300
exponential,1,6.4296371517828614,0.87133230896164893,3,lars,30,300
exponential,1,6.704016871896771,0.86197385851309494,3,greedy,30,300
exponential,1,6.7668026269339165,0.99938617327576995,3,lars,30,300
exponential,1,6.8426004272733909,0.99937088043449029,3,greedy,30,300
exponential,1,5.1022910321837562,0.8651564271411939,3,lars,30,300
exponential,1,5.1519193157482013,0.86285624139752781,3,greedy,30,300
exponential,1,6.3677934669688563,0.66167546679208555,3,lars,30,300
exponential,1,6.3547752671899351,0.6624162408360289,3,greedy,30,300
exponential,1,6.0360313129963057,0.91008354677934666,3,lars,30,300
exponential,1,5.8915235721891976,0.91391603456417592,3,greedy,30,300
exponential,1,6.4080158445407092,0.97169454227587448,3,lars,30,300
exponential,1,6.3799664199463058,0.97194613172809419,3,greedy,30,300
exponential,1,2.9972470446397046,0.99779162398777177,3,lars,30,300
exponential,1,49.885180609650178,0.00011529740890899636,3,greedy,30,300
exponential,1,8.4098529573788259,0.99999245859650865,3,lars,30,300
exponential,1,6.3023486143350889,0.99999581240637825,3,greedy,30,300
exponential,1,3.9664363711374619,0.92568178926049405,3,lars,30,300
exponential,1,4.7344094560883621,0.89749588083755139,3,greedy,30,300
exponential,1,6.2939285988741229,0.74554609553868245,3,lars,30,300
exponential,1,5.9836849841497184,0.7622889336389338,3,greedy,30,300
exponential,1,5.7143996505475938,0.93226291112164827,3,lars,30,300
exponential,1,5.8082675994663804,0.93022567720133953,3,greedy,30,300
exponential,1,5.5637834481173511,0.9283015447185452,3,lars,30,300
exponential,1,5.8131644597275853,0.92208558050769729,3,greedy,30,300
exponential,1,6.120164229734395,0.88840454557588333,3,lars,30,300
exponential,1,6.0084600112108761,0.89227122013423621,3,greedy,30,300
exponential,1,7.070351495192873,0.97325091710396106,3,lars,30,300
exponential,1,6.6260297087165325,0.97678989125365867,3,greedy,30,300
exponential,1,6.3778245360606247,0.71173201586417134,3,lars,30,300
exponential,1,6.3328921568910044,0.71400942056387895,3,greedy,30,300
exponential,1,6.2754995744844866,0.62492949983114943,3,lars,30,300
exponential,1,6.1711000934089952,0.63188245448884994,3,greedy,30,300
exponential,1,4.4781936837875271,0.94887039385209437,3,lars,30,300
exponential,1,4.8828982463899671,0.93921975879308883,3,greedy,30,300
exponential,1,4.9244211096386437,0.98752802766841463,3,lars,30,300
exponential,1,4.9386978591207438,0.98745701961202115,3,greedy,30,300
exponential,1,5.3224704446541953,0.99338719262776132,3,lars,30,300
exponential,1,5.4346482444048005,0.99305375651546746,3,greedy,30,300
exponential,1,6.0037924589420193,0.99964887794107204,3,lars,30,300
exponential,1,6.0375095678808659,0.99964403515345979,3,greedy,30,300
exponential,1,5.1988207296694373,0.94645134569247091,3,lars,30,300
exponential,1,5.2742156488722669,0.94491122145440443,3,greedy,30,300
exponential,1,5.4100950351128301,0.97806287943210624,3,lars,30,300
exponential,1,5.4621024895360559,0.97766796315958504,3,greedy,30,300
exponential,1,5.6529026210820739,0.87728234636978986,3,lars,30,300
exponential,1,6.0405639071562529,0.86208931893597585,3,greedy,30,300
exponential,1,6.5741523643390494,0.99684558233100873,3,lars,30,300
exponential,1,6.7058555273323694,0.99669986370844765,3,greedy,30,300
exponential,1,5.1492886379805887,0.93360559416238509,3,lars,30,300
exponential,1,5.2789793782501579,0.93026823224722921,3,greedy,30,300
exponential,1,5.0434925161697572,0.9975329214900327,3,lars,30,300
exponential,1,5.445140110480466,0.99699569527289023,3,greedy,30,300
exponential,1,6.691262791938537,0.84852086197536147,3,lars,30,300
exponential,1,6.4545992019160279,0.8571268249584505,3,greedy,30,300
exponential,1,5.6105126234444977,0.95202867051397433,3,lars,30,300
exponential,1,5.687586667888044,0.95078429510425477,3,greedy,30,300
exponential,1,5.843853090759449,0.98510902206532525,3,lars,30,300
exponential,1,6.0698124569770799,0.98393514971169793,3,greedy,30,300
exponential,1,6.8882824706691324,0.99347000634986926,3,lars,30,300
exponential,1,7.3781796194591625,0.99243923117559907,3,greedy,30,300
exponential,1,5.2292880202803822,0.98041587688534437,3,lars,30,300
exponential,1,5.9410561721346085,0.97481109888671846,3,greedy,30,300
exponential,1,7.3138782715866597,0.91867339428964168,3,lars,30,300
exponential,1,7.4177196128129088,0.91641486880372847,3,greedy,30,300
exponential,1,4.7457376258185509,0.95681826020054239,3,lars,30,300
exponential,1,4.8472764213371553,0.95470986251581325,3,greedy,30,300
exponential,1,5.8462886720755165,0.52570567955597158,3,lars,30,300
exponential,1,6.1581685217705484,0.50742008134624683,3,greedy,30,300
exponential,1,6.4681158416613647,0.56275365331649652,3,lars,30,300
exponential,1,6.5196569633529506,0.55941484573410172,3,greedy,30,300
exponential,1,4.9311285874969286,0.99670519873001573,3,lars,30,300
exponential,1,5.1482546810308198,0.99637027275983425,3,greedy,30,300
exponential,1,6.0312737777984813,0.93308697986961731,3,lars,30,300
exponential,1,5.7459426330723566,0.9392167672443541,3,greedy,30,300
exponential,1,4.9736286285877682,0.97892266014238583,3,lars,30,300
exponential,1,5.0619881454901305,0.97817912685906083,3,greedy,30,300
exponential,1,6.3888415272290082,0.97636875407837898,3,lars,30,300
exponential,1,6.8375838813910148,0.97295956219927793,3,greedy,30,300
exponential,1,4.4127291078062081,0.98608985060830612,3,lars,30,300
exponential,1,4.3522753781057224,0.98647250524264518,3,greedy,30,300
exponential,1,6.1391841880807343,0.95098257799899599,3,lars,30,300
exponential,1,6.1945379834032108,0.9500101929924637,3,greedy,30,300
exponential,1,4.117091349309244,0.99863852335542125,3,lars,30,300
exponential,1,62.713928420198805,0.41747877409612194,3,greedy,30,300
exponential,1,5.6516838958076328,0.75808610794650599,3,lars,30,300
exponential,1,5.5722592593549729,0.76273950307647342,3,greedy,30,300
exponential,1,6.9006320139235813,0.96843827198588861,3,lars,30,300
exponential,1,7.0950450003258458,0.96644738798004171,3,greedy,30,300
exponential,3,17.266050922720183,0.82734835279150643,3,lars,30,300
exponential,3,16.428992737626547,0.8407135501665024,3,greedy,30,300
exponential,3,15.727892147180123,0.43048503249963543,3,lars,30,300
exponential,3,15.620793128827152,0.43264029682618343,3,greedy,30,300
exponential,3,16.890966283754516,0.5926826108150558,3,lars,30,300
exponential,3,16.619051233668383,0.59924140778355262,3,greedy,30,300
exponential,3,15.764778940580065,0.59223944091276215,3,lars,30,300
exponential,3,15.624339380576112,0.59489968190139586,3,greedy,30,300
exponential,3,18.205192554981956,0.46476723606612985,3,lars,30,300
exponential,3,18.49940993903213,0.45927479540058652,3,greedy,30,300
exponential,3,15.690109537958591,0.99934646788638104,3,lars,30,300
exponential,3,13.41261184489003,0.99953634160901494,3,greedy,30,300
exponential,3,13.047699709053125,-0.029997130286237954,3,lars,30,300
exponential,3,13.638899097979246,-0.025266307875330268,3,greedy,30,300
exponential,3,15.907085294607775,0.35436559613333773,3,lars,30,300
exponential,3,14.357495064400746,0.39103737414978634,3,greedy,30,300
exponential,3,17.979947732205098,0.97907950625124807,3,lars,30,300
exponential,3,18.410073117760835,0.97807725365855758,3,greedy,30,300
exponential,3,14.357957792619985,0.53732322440804103,3,lars,30,300
exponential,3,14.544072212446567,0.5325346904355539,3,greedy,30,300
exponential,3,17.105253586141682,0.61058151412398354,3,lars,30,300
exponential,3,19.218466046636337,0.56557791361946763,3,greedy,30,300
exponential,3,19.467657446236895,0.81112306436232728,3,lars,30,300
exponential,3,19.308484290429341,0.81389520246594427,3,greedy,30,300
exponential,3,18.461696717213055,0.30684558708112697,3,lars,30,300
exponential,3,18.92961709235685,0.2984474041974689,3,greedy,30,300
exponential,3,21.146841225278109,0.46542059849576489,3,lars,30,300
exponential,3,21.922203682983415,0.45130167097678503,3,greedy,30,300
exponential,3,14.298059473846173,0.54694919294224498,3,lars,30,300
exponential,3,28.241273171528025,-0.13059621599183296,3,greedy,30,300
exponential,3,16.172822612723312,0.62886641643291996,3,lars,30,300
exponential,3,15.995788726737977,0.63332743566664496,3,greedy,30,300
exponential,3,18.300843608612652,0.70333747608388653,3,lars,30,300
exponential,3,19.024149910344807,0.68881221915184232,3,greedy,30,300
exponential,3,16.590286880586021,0.78702114874660301,3,lars,30,300
exponential,3,16.720414921054811,0.78422421209643089,3,greedy,30,300
exponential,3,15.729659996377778,0.41010224661086414,3,lars,30,300
exponential,3,15.503532706620298,0.41770088940418026,3,greedy,30,300
exponential,3,19.589119611058038,-0.011382750477720241,3,lars,30,300
exponential,3,18.595158167986426,-0.011310882207191677,3,greedy,30,300
exponential,3,18.625329463014197,0.60837672542648535,3,lars,30,300
exponential,3,18.437597600368562,0.61265321094225278,3,greedy,30,300
exponential,3,16.040307379793806,0.85573984750294529,3,lars,30,300
exponential,3,17.080640689146716,0.84065451008160452,3,greedy,30,300
exponential,3,17.912835827800539,0.59706069879930435,3,lars,30,300
exponential,3,18.823850063747919,0.57727338210602874,3,greedy,30,300
exponential,3,17.534164556357194,0.46746670402592683,3,lars,30,300
exponential,3,17.494168437132576,0.46827787524800801,3,greedy,30,300
exponential,3,18.670986568937117,0.25832936835012049,3,lars,30,300
exponential,3,18.041817983870217,0.26768137605968167,3,greedy,30,300
exponential,3,16.723795842291501,0.99560990487402934,3,lars,30,300
exponential,3,16.780828474556351,0.99557980179978089,3,greedy,30,300
exponential,3,19.222090000963576,0.42898274100717637,3,lars,30,300
exponential,3,19.155911389689447,0.43405291366699172,3,greedy,30,300
exponential,3,13.607800343971773,0.94822950730012756,3,lars,30,300
exponential,3,42.950045758522798,0.098019144976290426,3,greedy,30,300
exponential,3,19.100679171341238,0.2253778487066504,3,lars,30,300
exponential,3,19.306047727750631,0.22429492184019642,3,greedy,30,300
exponential,3,17.006271476683896,0.99710016414491831,3,lars,30,300
exponential,3,16.831698461511383,0.99716399216852047,3,greedy,30,300
exponential,3,17.555790782031192,0.33653732933041469,3,lars,30,300
exponential,3,17.329324680017848,0.34156983241814726,3,greedy,30,300
exponential,3,16.768954790323953,0.78421688329337669,3,lars,30,300
exponential,3,17.413634156485955,0.77247310804343938,3,greedy,30,300
exponential,3,17.503075967951858,0.37902912038688996,3,lars,30,300
exponential,3,17.90940341870084,0.37090683743719333,3,greedy,30,300
exponential,3,17.09224780850959,0.92600353020084758,3,lars,30,300
exponential,3,17.171038875218862,0.9252917104922217,3,greedy,30,300
exponential,3,15.711093822286301,0.99825822289488675,3,lars,30,300
exponential,3,15.826570670495528,0.99823067833237911,3,greedy,30,300
exponential,3,15.968038383561284,0.8883210184585385,3,lars,30,300
exponential,3,15.955382326824223,0.88849962145331773,3,greedy,30,300
exponential,3,17.174769041138813,0.41143534174278501,3,lars,30,300
exponential,3,17.61855707177973,0.40323967481473677,3,greedy,30,300
exponential,3,16.438090263690363,0.66258416950064514,3,lars,30,300
exponential,3,17.265009030911671,0.64453917498150637,3,greedy,30,300
exponential,3,18.994574669546289,0.22686740873698258,3,lars,30,300
exponential,3,18.168684042485364,0.2370554117546855,3,greedy,30,300
exponential,3,17.362486343831073,0.76505139657941934,3,lars,30,300
exponential,3,17.940594385938777,0.75420861767870406,3,greedy,30,300
exponential,3,18.514391477182535,0.92902499204005373,3,lars,30,300
exponential,3,18.591548161104118,0.92839080238714378,3,greedy,30,300
exponential,3,15.870506509676453,0.91578010274613653,3,lars,30,300
exponential,3,16.205143409531086,0.91238354710457448,3,greedy,30,300
exponential,3,18.191349355489272,0.95587260268154595,3,lars,30,300
exponential,3,17.275179358178175,0.96005454307185978,3,greedy,30,300
exponential,3,13.252718843544828,0.83715427564011546,3,lars,30,300
exponential,3,13.967135844666817,0.82315726420701796,3,greedy,30,300
exponential,3,20.788256029236269,0.76598091632115495,3,lars,30,300
exponential,3,21.084040008571943,0.76071448765432725,3,greedy,30,300
exponential,3,16.614822128638711,0.95527452365834586,3,lars,30,300
exponential,3,17.197003874954557,0.9522405144374283,3,greedy,30,300
exponential,3,19.853816358953896,0.41820016485828221,3,lars,30,300
exponential,3,19.899696079808891,0.41963931653709363,3,greedy,30,300
exponential,3,16.167244033524728,0.95005066430559648,3,lars,30,300
exponential,3,16.35542255124243,0.94896466109309963,3,greedy,30,300
exponential,3,15.896202122063624,0.71548742589638381,3,lars,30,300
exponential,3,16.777718781057931,0.69607150812861684,3,greedy,30,300
exponential,3,14.439327226746995,0.99999211710643487,3,lars,30,300
exponential,3,14.593614152939063,0.99999192137663173,3,greedy,30,300
exponential,3,18.836205860854236,0.99433885015177548,3,lars,30,300
exponential,3,19.436809832748857,0.99397065112446159,3,greedy,30,300
exponential,3,14.882245218486405,0.97902750808045258,3,lars,30,300
exponential,3,15.170550173058555,0.97818328415247746,3,greedy,30,300
exponential,3,18.204253709337994,0.94031233190625718,3,lars,30,300
exponential,3,18.539713803345091,0.93813979045524376,3,greedy,30,300
exponential,3,17.501096745732397,0.61715475818956744,3,lars,30,300
exponential,3,17.541102678809427,0.61632738618090843,3,greedy,30,300
exponential,3,17.00249562901033,0.99291265930527872,3,lars,30,300
exponential,3,17.138106877292682,0.99278877365166818,3,greedy,30,300
exponential,3,16.714129120934835,0.89570586569922073,3,lars,30,300
exponential,3,17.269676827752004,0.88950728520352917,3,greedy,30,300
exponential,3,19.926075647328847,0.7970769844044987,3,lars,30,300
exponential,3,20.341662965522598,0.79107082670738327,3,greedy,30,300
exponential,3,13.470463166443688,0.46846660482895075,3,lars,30,300
exponential,3,14.43334951931414,0.44480359519391693,3,greedy,30,300
exponential,3,14.999735686198736,0.78795108391839352,3,lars,30,300
exponential,3,14.641096797393203,0.79553483107608702,3,greedy,30,300
exponential,3,18.632842006846182,0.90342506948773516,3,lars,30,300
exponential,3,17.83277056031945,0.91097001289868929,3,greedy,30,300
exponential,3,16.740419694513495,0.80699140447364492,3,lars,30,300
exponential,3,18.214307374049227,0.77849674259238999,3,greedy,30,300
exponential,3,20.097650183989913,0.36837178840590562,3,lars,30,300
exponential,3,20.124057835982189,0.36788050672457701,3,greedy,30,300
exponential,3,16.558656993364412,0.61798270115151088,3,lars,30,300
exponential,3,16.492031980510383,0.61988670091566367,3,greedy,30,300
exponential,3,15.203927768723513,0.57874321466662326,3,lars,30,300
exponential,3,15.543321812055918,0.57009257923341572,3,greedy,30,300
exponential,3,15.067127801666318,0.99912849541352355,3,lars,30,300
exponential,3,15.727971692400448,0.99904954463802931,3,greedy,30,300
exponential,3,18.353973969250919,0.3445015625669649,3,lars,30,300
exponential,3,17.955892124530038,0.35062847520500867,3,greedy,30,300
exponential,3,14.708944862521989,0.35723522474594499,3,lars,30,300
exponential,3,14.85831971736496,0.35332874481794013,3,greedy,30,300
exponential,3,15.609466206734567,0.95551546257364262,3,lars,30,300
exponential,3,15.842624494746584,0.95414709888883553,3,greedy,30,300
exponential,3,15.051769102322826,0.92094151246507883,3,lars,30,300
exponential,3,14.639661887253494,0.92598162700931008,3,greedy,30,300
exponential,3,16.371321077174674,0.99968324642233408,3,lars,30,300
exponential,3,19.442247282095828,0.99953544783278891,3,greedy,30,300
exponential,3,18.080871643297964,0.56314672269771271,3,lars,30,300
exponential,3,17.976788450681006,0.56513372252441418,3,greedy,30,300
exponential,3,16.077042245415619,0.98251141753945781,3,lars,30,300
exponential,3,15.457335794400818,0.98382747045672858,3,greedy,30,300
exponential,3,17.116836855917672,0.99969712862830939,3,lars,30,300
exponential,3,18.247378775781634,0.99965564590729938,3,greedy,30,300
exponential,3,15.941453393817358,0.85157883341422114,3,lars,30,300
exponential,3,15.733023113456543,0.85493051060349978,3,greedy,30,300
exponential,3,17.354683368963027,0.87785193576790288,3,lars,30,300
exponential,3,17.433945687592985,0.87697954679437728,3,greedy,30,300
exponential,3,15.833101673008803,0.26548340198390374,3,lars,30,300
exponential,3,15.730206529782931,0.26729336530587439,3,greedy,30,300
exponential,3,16.234202910151527,0.99113376833155753,3,lars,30,300
exponential,3,19.127093695530757,0.98734005381558598,3,greedy,30,300
exponential,3,15.353041855064589,0.73784298897815126,3,lars,30,300
exponential,3,15.413868190625026,0.73654141058972977,3,greedy,30,300
exponential,3,18.742688228772963,0.67218561603253368,3,lars,30,300
exponential,3,18.444063279654813,0.67804673485507527,3,greedy,30,300
exponential,3,21.785712580056682,0.67409466955702446,3,lars,30,300
exponential,3,21.771453740486503,0.67384515936916733,3,greedy,30,300
exponential,3,16.832263546566175,0.83562271717019154,3,lars,30,300
exponential,3,17.414055672809766,0.82581898027806599,3,greedy,30,300
exponential,3,17.761755579432101,0.99806378332178547,3,lars,30,300
exponential,3,18.718641044210337,0.99783009070361639,3,greedy,30,300
exponential,3,17.141179930879581,0.60411248447130406,3,lars,30,300
exponential,3,17.664944182134878,0.5908082167642148,3,greedy,30,300
exponential,3,15.134784976767227,0.99743455055137098,3,lars,30,300
exponential,3,16.23093169733945,0.99700259799012647,3,greedy,30,300
exponential,3,17.507689665543513,0.5872771912071435,3,lars,30,300
exponential,3,16.833396692590952,0.60512578579674448,3,greedy,30,300
exponential,3,14.084925801049645,0.85561227191101319,3,lars,30,300
exponential,3,13.141596006270627,0.87116909872843074,3,greedy,30,300
exponential,3,17.242829436395628,0.73896889873209248,3,lars,30,300
exponential,3,17.073033602342051,0.74232178211611799,3,greedy,30,300
exponential,3,20.58064109232917,0.98227710923752631,3,lars,30,300
exponential,3,20.442339128845564,0.98255677187003909,3,greedy,30,300
exponential,3,16.747994008059919,0.46813491636328691,3,lars,30,300
exponential,3,16.774684646141399,0.4677156217116521,3,greedy,30,300
exponential,3,13.486293824876418,0.98834304249231664,3,lars,30,300
exponential,3,14.039336392662065,0.98731655655437889,3,greedy,30,300
exponential,3,17.212583803761198,0.95938625175994063,3,lars,30,300
exponential,3,17.585159409627185,0.95756560622492326,3,greedy,30,300
exponential,3,15.702511903816061,0.25400826286190992,3,lars,30,300
exponential,3,15.794332424269218,0.25607841336945919,3,greedy,30,300
exponential,3,15.810677662716436,0.99186905819029736,3,lars,30,300
exponential,3,15.494505842996276,0.99221612814610705,3,greedy,30,300
exponential,3,18.003147053283833,0.51969979153920964,3,lars,30,300
exponential,3,17.270090705319955,0.5358903704525263,3,greedy,30,300
exponential,3,18.127469186124681,0.79613084773711862,3,lars,30,300
exponential,3,17.606242049525456,0.80658212610167901,3,greedy,30,300
exponential,3,18.58289521529132,0.64122861762785766,3,lars,30,300
exponential,3,19.487727259016701,0.62348226580529875,3,greedy,30,300
exponential,3,15.000411963141078,0.42069635168359915,3,lars,30,300
exponential,3,14.989721591878499,0.42060508445268979,3,greedy,30,300
exponential,3,17.444850119708541,0.99866545588962508,3,lars,30,300
exponential,3,18.846779800714632,0.99843598683198109,3,greedy,30,300
exponential,3,18.649145463359364,0.37470849879770174,3,lars,30,300
exponential,3,18.636940200198769,0.37506899782973263,3,greedy,30,300
exponential,3,19.569974459836782,0.49679459262902514,3,lars,30,300
exponential,3,18.974395621896296,0.50656103336842573,3,greedy,30,300
exponential,3,18.390559329470616,0.52921247474593824,3,lars,30,300
exponential,3,19.68507782337101,0.50279402687682062,3,greedy,30,300
exponential,3,15.457725897179678,0.40070059252706342,3,lars,30,300
exponential,3,16.34357561726328,0.3809144422324916,3,greedy,30,300
exponential,3,13.369132275324388,0.881066866589024,3,lars,30,300
exponential,3,14.070363742690667,0.87020789339841031,3,greedy,30,300
exponential,3,12.170533548513678,0.88201938115684897,3,lars,30,300
exponential,3,11.983734025258247,0.88501971534428392,3,greedy,30,300
exponential,3,17.283064771746471,0.28530422273136419,3,lars,30,300
exponential,3,15.009226828522324,0.32913745754561596,3,greedy,30,300
exponential,3,16.69144726758929,0.89916652270817954,3,lars,30,300
exponential,3,16.624784452265494,0.90036089431446609,3,greedy,30,300
exponential,3,17.349289113214382,0.80842689597824957,3,lars,30,300
exponential,3,18.252296634737082,0.79158795211291288,3,greedy,30,300
exponential,3,19.877903370887367,0.49248347281887839,3,lars,30,300
exponential,3,20.328763580077602,0.48346887566170405,3,greedy,30,300
exponential,3,12.577260132058919,0.76104327717393894,3,lars,30,300
exponential,3,12.438070140787891,0.76521268054137825,3,greedy,30,300
exponential,3,19.113475667376406,0.61385858095624546,3,lars,30,300
exponential,3,19.461775741996252,0.60514160846952014,3,greedy,30,300
exponential,3,18.012548752900912,0.99952474642290912,3,lars,30,300
exponential,3,17.628306100170601,0.99954609544799777,3,greedy,30,300
exponential,3,19.24529038389127,0.30575715288740846,3,lars,30,300
exponential,3,19.609919589029882,0.30053406143273298,3,greedy,30,300
exponential,3,16.022284868286746,0.70980751091207916,3,lars,30,300
exponential,3,15.584888521021913,0.71893038476842097,3,greedy,30,300
exponential,3,14.859548194374096,0.76379111445417669,3,lars,30,300
exponential,3,15.348768984598671,0.75333976192496632,3,greedy,30,300
exponential,3,16.501638807980211,0.9593720575373399,3,lars,30,300
exponential,3,17.716903401515356,0.95327056733970128,3,greedy,30,300
exponential,3,16.488115856741626,0.75083755416710785,3,lars,30,300
exponential,3,17.90874637271596,0.72161308536753521,3,greedy,30,300
exponential,3,18.745352041883425,0.36368420017286224,3,lars,30,300
exponential,3,18.763491895907279,0.36236965900422119,3,greedy,30,300
exponential,3,18.867194057233672,0.92658200443562022,3,lars,30,300
exponential,3,18.940512326000697,0.92606545104523452,3,greedy,30,300
exponential,3,18.785886671773174,0.38613992731137509,3,lars,30,300
exponential,3,18.451035153973688,0.39202199590298964,3,greedy,30,300
exponential,3,18.148007110717892,0.99007770490264824,3,lars,30,300
exponential,3,19.167020454292469,0.9886282561632278,3,greedy,30,300
exponential,3,18.032021698100444,0.9923075433576849,3,lars,30,300
exponential,3,17.95599380200326,0.99237156264285009,3,greedy,30,300
exponential,3,16.960196217746407,0.52726400144928132,3,lars,30,300
exponential,3,17.755984984495935,0.51077558268264456,3,greedy,30,300
exponential,3,16.993930392130295,0.9029221128509417,3,lars,30,300
exponential,3,17.0686336530216,0.90242675962109153,3,greedy,30,300
exponential,3,18.278259002789301,0.57562949287205611,3,lars,30,300
exponential,3,18.199731143528492,0.57723995633455616,3,greedy,30,300
exponential,3,12.602163652534843,0.67766344257844613,3,lars,30,300
exponential,3,14.469791248031022,0.61491391819528984,3,greedy,30,300
exponential,3,17.556392576023836,0.99982154123057732,3,lars,30,300
exponential,3,17.104824865091626,0.99983249217165271,3,greedy,30,300
exponential,3,17.921850801171111,0.97127059907608992,3,lars,30,300
exponential,3,17.876847334502425,0.97141853259532196,3,greedy,30,300
exponential,3,18.737937517037828,0.9601703339228197,3,lars,30,300
exponential,3,18.569467377687985,0.96088702662566206,3,greedy,30,300
exponential,3,19.121547080858448,0.19676650163145415,3,lars,30,300
exponential,3,19.143040130014878,0.19677694932830181,3,greedy,30,300
exponential,3,17.43733445788386,0.37119546151919663,3,lars,30,300
exponential,3,17.262401779460657,0.37512289148259748,3,greedy,30,300
exponential,3,14.736192927119468,0.82462692649429603,3,lars,30,300
exponential,3,16.037778337214224,0.79909678920103766,3,greedy,30,300
exponential,3,18.491926511185433,0.69467201131007106,3,lars,30,300
exponential,3,17.97776385979164,0.70540668953807717,3,greedy,30,300
exponential,3,23.27793410749792,0.23147087837525132,3,lars,30,300
exponential,3,24.886956544631687,0.21641176256294681,3,greedy,30,300
exponential,3,17.002702573715666,0.27663575132733975,3,lars,30,300
exponential,3,18.290119626833683,0.25617796146888566,3,greedy,30,300
exponential,3,21.348039001731273,0.45146956732132287,3,lars,30,300
exponential,3,21.721223384178586,0.44449157295819713,3,greedy,30,300
exponential,3,31.18611263912101,0.99836911241290438,3,lars,30,300
exponential,3,517.27632334475322,0.31845260479404297,3,greedy,30,300
exponential,3,14.364649627429737,0.7552101278553861,3,lars,30,300
exponential,3,14.692695604205957,0.7472902802407646,3,greedy,30,300
exponential,3,19.600537828161773,0.77876336847512062,3,lars,30,300
exponential,3,19.712891030448173,0.77744172766960484,3,greedy,30,300
exponential,3,17.427258756133622,0.19039769196391873,3,lars,30,300
exponential,3,17.184075380597275,0.1940267866687444,3,greedy,30,300
exponential,3,15.087984104203755,0.64271160585842313,3,lars,30,300
exponential,3,15.927843592909706,0.62116406157442428,3,greedy,30,300
exponential,3,17.494663348791477,0.67356998683919012,3,lars,30,300
exponential,3,17.131428497951067,0.68197494735474973,3,greedy,30,300
